orbit,Itinerary_String,roots
19,"[0, 4, 7, 8, 10, 11, 12, 14, 17, 18]","[1.8419711749760366, 1.0669634795479275]"
19,"[0, 4, 7, 8, 10, 11, 13, 14, 15, 16]","[1.8411837224379264, 1.126607096017064]"
19,"[0, 4, 7, 8, 10, 11, 13, 14, 15, 17]","[1.841261304582329, 1.0805437785546979]"
19,"[0, 4, 7, 8, 10, 11, 13, 14, 16, 17]","[1.8411183859610496, 1.130683106234908]"
19,"[0, 4, 7, 8, 10, 11, 13, 14, 16, 18]","[1.841160580876887, 1.0918197847493503]"
19,"[0, 4, 7, 8, 10, 11, 13, 14, 17, 18]","[1.8410828711751124, 1.1342695843013368]"
19,"[0, 4, 7, 8, 10, 11, 13, 15, 16, 17]","[1.8413812977641904, 1.0744725651291094]"
19,"[0, 4, 7, 8, 10, 11, 13, 15, 17, 18]","[1.8413459280262743, 1.079662190243412]"
19,"[0, 4, 7, 8, 10, 11, 14, 15, 16, 17]","[1.8408964920845432, 1.1359277249627622]"
19,"[0, 4, 7, 8, 10, 11, 14, 15, 16, 18]","[1.8409388330156204, 1.0990081725598526]"
19,"[0, 4, 7, 8, 10, 11, 14, 15, 17, 18]","[1.840860863704703, 1.1395071096980316]"
19,"[0, 4, 7, 8, 10, 11, 14, 16, 17, 18]","[1.8410043241774403, 1.0929763482595976]"
19,"[0, 4, 7, 8, 10, 12, 13, 14, 15, 16]","[1.8428105782881032, 1.0529256370646345]"
19,"[0, 4, 7, 8, 10, 12, 13, 14, 16, 17]","[1.8427466469064253, 1.0569094968512698]"
19,"[0, 4, 7, 8, 10, 12, 13, 14, 17, 18]","[1.8427119273045007, 1.060964288181951]"
19,"[0, 4, 7, 8, 10, 12, 14, 15, 16, 17]","[1.842529151389986, 1.0617927824797504]"
19,"[0, 4, 7, 8, 10, 12, 14, 15, 17, 18]","[1.8424943235081874, 1.0662004903777973]"
19,"[0, 4, 7, 8, 10, 12, 15, 16, 17, 18]","[1.8423759610147883, 1.0715210115252412]"
19,"[0, 4, 7, 8, 11, 12, 13, 14, 15, 16]","[1.8397928209160468, 1.1342522777960007]"
19,"[0, 4, 7, 8, 11, 12, 13, 14, 15, 17]","[1.8398718631267688, 1.0895527127926805]"
19,"[0, 4, 7, 8, 11, 12, 13, 14, 16, 17]","[1.8397263632755048, 1.138443538884573]"
19,"[0, 4, 7, 8, 11, 12, 13, 14, 16, 18]","[1.8397693859758806, 1.1014654080321375]"
19,"[0, 4, 7, 8, 11, 12, 13, 14, 17, 18]","[1.839690211156835, 1.1420893296682573]"
19,"[0, 4, 7, 8, 11, 12, 13, 15, 16, 17]","[1.8399938167657766, 1.0828972236859729]"
19,"[0, 4, 7, 8, 11, 12, 13, 15, 17, 18]","[1.8399578152930354, 1.0884998982837626]"
19,"[0, 4, 7, 8, 11, 12, 14, 15, 16, 17]","[1.8395009945753849, 1.1438812814240484]"
19,"[0, 4, 7, 8, 11, 12, 14, 15, 16, 18]","[1.8395441689460228, 1.1090499397552982]"
19,"[0, 4, 7, 8, 11, 12, 14, 15, 17, 18]","[1.8394647246419704, 1.1474981016521588]"
19,"[0, 4, 7, 8, 11, 12, 14, 16, 17, 18]","[1.839610786732743, 1.1028060120597096]"
19,"[0, 4, 7, 8, 11, 12, 15, 16, 17, 18]","[1.8393418599709173, 1.1522064002245644]"
19,"[0, 4, 7, 8, 11, 13, 14, 15, 16, 17]","[1.8404053603114716, 1.075549864560798]"
19,"[0, 4, 7, 8, 11, 13, 14, 15, 17, 18]","[1.8403695635971271, 1.0808712350315326]"
19,"[0, 4, 7, 8, 11, 13, 15, 16, 17, 18]","[1.8402481848085304, 1.087289042745137]"
19,"[0, 4, 7, 9, 10, 11, 12, 13, 14, 15]","[1.8514888016588995, 1.0357634992039033]"
19,"[0, 4, 7, 9, 10, 11, 12, 13, 15, 16]","[1.8513815529528008, 1.0379944361843614]"
19,"[0, 4, 7, 9, 10, 11, 12, 13, 16, 17]","[1.851323557221423, 1.0403511909240968]"
19,"[0, 4, 7, 9, 10, 11, 13, 14, 15, 16]","[1.851012905225765, 1.0406656126733183]"
19,"[0, 4, 7, 9, 10, 11, 13, 14, 16, 17]","[1.8509546303126987, 1.0432882292080308]"
19,"[0, 4, 7, 9, 10, 11, 13, 14, 17, 18]","[1.8509231253552456, 1.046015469016028]"
19,"[0, 4, 7, 9, 10, 11, 14, 15, 16, 17]","[1.8507546436426079, 1.046430537664229]"
19,"[0, 4, 7, 9, 10, 11, 14, 15, 17, 18]","[1.850723049590387, 1.0494256585060522]"
19,"[0, 4, 7, 9, 11, 12, 13, 14, 15, 16]","[1.8497396942154625, 1.0439520841018974]"
19,"[0, 4, 7, 9, 11, 12, 13, 14, 16, 17]","[1.8496805242779744, 1.0469223207447602]"
19,"[0, 4, 7, 9, 11, 12, 13, 14, 17, 18]","[1.8496485130182179, 1.0499951933506557]"
19,"[0, 4, 7, 9, 11, 12, 14, 15, 16, 17]","[1.849477739673305, 1.0505053019205874]"
19,"[0, 4, 7, 9, 11, 12, 14, 15, 17, 18]","[1.849445636369933, 1.053873610987684]"
19,"[0, 4, 7, 9, 11, 12, 15, 16, 17, 18]","[1.849335718572482, 1.0579045812565493]"
19,"[0, 4, 7, 9, 12, 13, 14, 15, 16, 17]","[1.8487807027304988, 1.0549513435318005]"
19,"[0, 4, 7, 9, 12, 13, 14, 15, 17, 18]","[1.8487483050709317, 1.0586933159037735]"
19,"[0, 4, 7, 9, 12, 13, 15, 16, 17, 18]","[1.8486374619122143, 1.0631811155976516]"
19,"[0, 5, 6, 7, 8, 9, 10, 11, 13, 14]","[1.9532079139674092, 1.020666434763922]"
19,"[0, 5, 6, 7, 8, 9, 10, 11, 14, 15]","[1.953118734642226, 1.021472472597297]"
19,"[0, 5, 6, 7, 8, 9, 10, 11, 15, 16]","[1.9530730380738421, 1.0223172423221494]"
19,"[0, 5, 6, 7, 8, 9, 11, 12, 13, 14]","[1.9525418587990324, 1.0215276478288369]"
19,"[0, 5, 6, 7, 8, 9, 11, 12, 14, 15]","[1.9524520828298892, 1.0223984362655192]"
19,"[0, 5, 6, 7, 8, 9, 11, 12, 15, 16]","[1.9524060645254426, 1.0233119945681803]"
19,"[0, 5, 6, 7, 8, 9, 11, 12, 16, 17]","[1.9523824838726402, 1.024267470664866]"
19,"[0, 5, 6, 7, 8, 9, 11, 12, 17, 18]","[1.9523704029817381, 1.0252631298865815]"
19,"[0, 5, 6, 7, 8, 9, 12, 13, 14, 15]","[1.9521091145605238, 1.0233800507305404]"
19,"[0, 5, 6, 7, 8, 9, 12, 13, 15, 16]","[1.9520629215345342, 1.0243676608816294]"
19,"[0, 5, 6, 7, 8, 9, 12, 13, 16, 17]","[1.9520392471407704, 1.0254010405777692]"
19,"[0, 5, 6, 7, 8, 9, 12, 13, 17, 18]","[1.9520271160771676, 1.0264778739663176]"
19,"[0, 5, 6, 7, 8, 9, 13, 14, 15, 16]","[1.9518866859122683, 1.0254850918243992]"
19,"[0, 5, 6, 7, 8, 9, 13, 14, 16, 17]","[1.9518629610532419, 1.0266014394207252]"
19,"[0, 5, 6, 7, 8, 9, 13, 14, 17, 18]","[1.9518508030246848, 1.0277642878110695]"
19,"[0, 5, 6, 7, 9, 10, 11, 12, 13, 14]","[1.9499742922878283, 1.0225050811042629]"
19,"[0, 5, 6, 7, 9, 10, 11, 12, 14, 15]","[1.949882414681809, 1.0234538472634562]"
19,"[0, 5, 6, 7, 9, 10, 11, 12, 15, 16]","[1.9498352559877676, 1.0244505712198488]"
19,"[0, 5, 6, 7, 9, 10, 11, 12, 16, 17]","[1.9498110588050372, 1.0254940564515456]"
19,"[0, 5, 6, 7, 9, 10, 11, 12, 17, 18]","[1.9497986456110588, 1.026582002297626]"
19,"[0, 5, 6, 7, 9, 10, 12, 13, 14, 15]","[1.9495323218184293, 1.024528663114862]"
19,"[0, 5, 6, 7, 9, 10, 12, 13, 15, 16]","[1.9494849796798537, 1.025609405838174]"
19,"[0, 5, 6, 7, 9, 10, 12, 13, 16, 17]","[1.9494606839533954, 1.0267412439352699]"
19,"[0, 5, 6, 7, 9, 10, 12, 13, 17, 18]","[1.9494482179505734, 1.02792110320203]"
19,"[0, 5, 6, 7, 9, 10, 13, 14, 15, 16]","[1.9493048308678724, 1.0268384342561605]"
19,"[0, 5, 6, 7, 9, 10, 13, 14, 16, 17]","[1.9492804820169487, 1.0280643879788685]"
19,"[0, 5, 6, 7, 9, 10, 13, 14, 17, 18]","[1.9492679875926873, 1.0293415664492862]"
19,"[0, 5, 6, 7, 9, 10, 14, 15, 16, 17]","[1.9491878986706535, 1.029462067853875]"
19,"[0, 5, 6, 7, 9, 10, 14, 15, 17, 18]","[1.949175389018823, 1.030840925791886]"
19,"[0, 5, 6, 7, 10, 11, 12, 13, 14, 15]","[1.9481927922926507, 1.0257621704729247]"
19,"[0, 5, 6, 7, 10, 11, 12, 13, 15, 16]","[1.9481448065137181, 1.0269451663512876]"
19,"[0, 5, 6, 7, 10, 11, 12, 13, 16, 17]","[1.9481201633503231, 1.0281848232903679]"
19,"[0, 5, 6, 7, 10, 11, 12, 13, 17, 18]","[1.9481075103247742, 1.0294770378755649]"
19,"[0, 5, 6, 7, 10, 11, 13, 14, 15, 16]","[1.9479624560368531, 1.028297336768185]"
19,"[0, 5, 6, 7, 10, 11, 13, 14, 16, 17]","[1.9479377582075206, 1.0296433211818565]"
19,"[0, 5, 6, 7, 10, 11, 13, 14, 17, 18]","[1.9479250759172735, 1.031045052965354]"
19,"[0, 5, 6, 7, 10, 11, 14, 15, 16, 17]","[1.9478439762206936, 1.031185366377912]"
19,"[0, 5, 6, 7, 10, 11, 14, 15, 17, 18]","[1.9478312782403218, 1.0327010527484168]"
19,"[0, 5, 6, 7, 10, 11, 15, 16, 17, 18]","[1.9477830822906341, 1.0344378559903962]"
19,"[0, 5, 6, 7, 11, 12, 13, 14, 15, 16]","[1.947267784538925, 1.0298657628535066]"
19,"[0, 5, 6, 7, 11, 12, 13, 14, 16, 17]","[1.9472428949062683, 1.0313418716058702]"
19,"[0, 5, 6, 7, 11, 12, 13, 14, 17, 18]","[1.947230109533805, 1.0328776477772952]"
19,"[0, 5, 6, 7, 11, 12, 14, 15, 16, 17]","[1.9471484514387654, 1.0330408781817804]"
19,"[0, 5, 6, 7, 11, 12, 14, 15, 17, 18]","[1.9471356501156487, 1.0347031291882207]"
19,"[0, 5, 6, 7, 11, 12, 15, 16, 17, 18]","[1.9470870964474114, 1.0366154334247435]"
19,"[0, 5, 7, 8, 9, 10, 11, 12, 13, 14]","[1.9399089463741537, 1.0236298138169648]"
19,"[0, 5, 7, 8, 9, 10, 11, 12, 14, 15]","[1.9398093191152457, 1.0246746826422395]"
19,"[0, 5, 7, 8, 9, 10, 11, 12, 15, 16]","[1.9397579130743856, 1.0257744383191785]"
19,"[0, 5, 7, 8, 9, 10, 11, 12, 16, 17]","[1.9397313983017122, 1.026927452469818]"
19,"[0, 5, 7, 8, 9, 10, 12, 13, 14, 15]","[1.9394335377568175, 1.0258655756385477]"
19,"[0, 5, 7, 8, 9, 10, 12, 13, 15, 16]","[1.939381915134983, 1.0270626516421406]"
19,"[0, 5, 7, 8, 9, 10, 12, 13, 16, 17]","[1.9393552834195407, 1.0283180357981905]"
19,"[0, 5, 7, 8, 9, 10, 12, 13, 17, 18]","[1.93934154725274, 1.0296276340604444]"
19,"[0, 5, 7, 8, 9, 10, 13, 14, 15, 16]","[1.9391874864716137, 1.0284325940828096]"
19,"[0, 5, 7, 8, 9, 10, 13, 14, 16, 17]","[1.9391607913588684, 1.0297971552190237]"
19,"[0, 5, 7, 8, 9, 10, 13, 14, 17, 18]","[1.9391470211004225, 1.0312193873339226]"
19,"[0, 5, 7, 8, 9, 10, 14, 15, 16, 17]","[1.939060330971202, 1.0313626643208806]"
19,"[0, 5, 7, 8, 9, 10, 14, 15, 17, 18]","[1.939046542348155, 1.03290233612026]"
19,"[0, 5, 7, 8, 10, 11, 12, 13, 14, 15]","[1.9380098469210356, 1.027242473406553]"
19,"[0, 5, 7, 8, 10, 11, 12, 13, 15, 16]","[1.937957470986103, 1.0285591884263805]"
19,"[0, 5, 7, 8, 10, 11, 12, 13, 16, 17]","[1.937930430543443, 1.0299407629572226]"
19,"[0, 5, 7, 8, 10, 11, 12, 13, 17, 18]","[1.937916473236974, 1.0313816858756788]"
19,"[0, 5, 7, 8, 10, 11, 13, 14, 15, 16]","[1.9377604904229324, 1.0300744780108462]"
19,"[0, 5, 7, 8, 10, 11, 13, 14, 16, 17]","[1.9377333846060172, 1.0315800511150859]"
19,"[0, 5, 7, 8, 10, 11, 13, 14, 17, 18]","[1.9377193921209308, 1.0331482681751845]"
19,"[0, 5, 7, 8, 10, 11, 14, 15, 16, 17]","[1.937631527436717, 1.0333165114802216]"
19,"[0, 5, 7, 8, 10, 11, 14, 15, 17, 18]","[1.9376175159875055, 1.0350167433202688]"
19,"[0, 5, 7, 8, 10, 11, 15, 16, 17, 18]","[1.9375648887702126, 1.0369770288496034]"
19,"[0, 5, 7, 8, 11, 12, 13, 14, 15, 16]","[1.937017682273158, 1.0318469043901515]"
19,"[0, 5, 7, 8, 11, 12, 13, 14, 16, 17]","[1.9369903492174814, 1.0335057200971098]"
19,"[0, 5, 7, 8, 11, 12, 13, 14, 17, 18]","[1.9369762339745649, 1.03523117992368]"
19,"[0, 5, 7, 8, 11, 12, 14, 15, 16, 17]","[1.9368877161401001, 1.0354284764730586]"
19,"[0, 5, 7, 8, 11, 12, 14, 15, 17, 18]","[1.9368735815928235, 1.0373005939194646]"
19,"[0, 5, 7, 8, 11, 12, 15, 16, 17, 18]","[1.9368205325502656, 1.0394678975962226]"
19,"[0, 5, 7, 8, 12, 13, 14, 15, 16, 17]","[1.9365017299175933, 1.037696674430659]"
19,"[0, 5, 7, 8, 12, 13, 14, 15, 17, 18]","[1.9364875281511842, 1.039748775300189]"
19,"[0, 5, 7, 8, 12, 13, 15, 16, 17, 18]","[1.9364342479439216, 1.042132441522782]"
19,"[0, 5, 8, 9, 10, 11, 12, 13, 14, 15]","[1.932551614835107, 1.028863573929418]"
19,"[0, 5, 8, 9, 10, 11, 12, 13, 15, 16]","[1.932496544626638, 1.0303317353489958]"
19,"[0, 5, 8, 9, 10, 11, 12, 13, 16, 17]","[1.9324680319805552, 1.0318736910212876]"
19,"[0, 5, 8, 9, 10, 11, 12, 13, 17, 18]","[1.9324532729119563, 1.033481950053878]"
19,"[0, 5, 8, 9, 10, 11, 13, 14, 15, 16]","[1.9322905814076723, 1.032033190366729]"
19,"[0, 5, 8, 9, 10, 11, 13, 14, 16, 17]","[1.9322619962396508, 1.03371937148169]"
19,"[0, 5, 8, 9, 10, 11, 13, 14, 17, 18]","[1.9322471980393598, 1.0354749198862896]"
19,"[0, 5, 8, 9, 10, 11, 14, 15, 16, 17]","[1.9321551810259832, 1.0356772437641621]"
19,"[0, 5, 8, 9, 10, 11, 14, 15, 17, 18]","[1.9321403616688209, 1.0375846775018576]"
19,"[0, 5, 8, 9, 10, 11, 15, 16, 17, 18]","[1.932085012729075, 1.039796911463379]"
19,"[0, 5, 8, 9, 11, 12, 13, 14, 15, 16]","[1.9315181174185438, 1.0340407579795827]"
19,"[0, 5, 8, 9, 11, 12, 13, 14, 16, 17]","[1.931489281380936, 1.0359068594375471]"
19,"[0, 5, 8, 9, 11, 12, 13, 14, 17, 18]","[1.9314743472883475, 1.0378458997591895]"
19,"[0, 5, 8, 9, 11, 12, 14, 15, 16, 17]","[1.9313816140211735, 1.038085012803796]"
19,"[0, 5, 8, 9, 11, 12, 14, 15, 17, 18]","[1.9313666583740323, 1.0401925339948312]"
19,"[0, 5, 8, 9, 11, 12, 15, 16, 17, 18]","[1.9313108448661953, 1.0426468361802987]"
19,"[0, 5, 8, 9, 12, 13, 14, 15, 16, 17]","[1.9309789418373497, 1.0406767741456129]"
19,"[0, 5, 8, 9, 12, 13, 14, 15, 17, 18]","[1.930963911518526, 1.0429921971955851]"
19,"[0, 5, 8, 9, 12, 13, 15, 16, 17, 18]","[1.9309078425832085, 1.0456971907541563]"
19,"[0, 5, 8, 9, 13, 14, 15, 16, 17, 18]","[1.9306984822193125, 1.0489175805721207]"
19,"[0, 5, 9, 10, 11, 12, 13, 14, 15, 16]","[1.9285982412584581, 1.036465516832814]"
19,"[0, 5, 9, 10, 11, 12, 13, 14, 16, 17]","[1.9285685239550583, 1.038564008350321]"
19,"[0, 5, 9, 10, 11, 12, 13, 14, 17, 18]","[1.9285531099806448, 1.0407398288737868]"
19,"[0, 5, 9, 10, 11, 12, 14, 15, 16, 17]","[1.928457898453501, 1.0410297489787834]"
19,"[0, 5, 9, 10, 11, 12, 14, 15, 17, 18]","[1.928442461529411, 1.0433962512787076]"
19,"[0, 5, 9, 10, 11, 12, 15, 16, 17, 18]","[1.9283850253254238, 1.046166597845649]"
19,"[0, 5, 9, 10, 12, 13, 14, 15, 16, 17]","[1.928045382307984, 1.0439880376885577]"
19,"[0, 5, 9, 10, 12, 13, 14, 15, 17, 18]","[1.928029866087922, 1.0465905276285026]"
19,"[0, 5, 9, 10, 12, 13, 15, 16, 17, 18]","[1.9279721593848702, 1.0496456317736689]"
19,"[0, 5, 9, 10, 13, 14, 15, 16, 17, 18]","[1.9277573282230196, 1.053304537127456]"
19,"[0, 2, 3, 5, 6, 7, 9, 10, 12, 14, 16, 17]","[1.5561187255848228, 1.0686937156834224]"
19,"[0, 2, 3, 5, 7, 8, 9, 10, 12, 14, 16, 17]","[1.5165128383125273, 1.0818776627985143]"
19,"[0, 2, 3, 5, 7, 9, 11, 12, 13, 14, 16, 17]","[1.5388794676507798, 1.062598535364886]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 16]","[1.7679679533984825, 1.0441035157050973]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16]","[1.7660031832871805, 1.0479539258265134]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 17]","[1.7656830859945876, 1.0553342169741058]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16]","[1.7669931789930684, 1.0413813926189608]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 16]","[1.7648733674795118, 1.0522010722685]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16]","[1.765237435075787, 1.0483125882842592]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 12, 14, 16, 17]","[1.765120771079351, 1.0518081607546195]"
19,"[0, 3, 4, 5, 6, 7, 8, 9, 12, 14, 17, 18]","[1.7650545824201904, 1.0554085242734053]"
19,"[0, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16]","[1.7722974471342283, 1.0356685292819685]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 16]","[1.7596736375884614, 1.0529724352383023]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 11, 12, 15, 17]","[1.759330528843956, 1.0616409818752341]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16]","[1.7607265344195802, 1.0452037391736453]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16]","[1.7584768435493179, 1.0580687608264379]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16]","[1.7579611599424099, 1.1173933574365962]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 17]","[1.7581284523801137, 1.0678657693091818]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 13, 16, 18]","[1.757929471653524, 1.078265795017585]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16]","[1.758865401303328, 1.0534439216677907]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 14, 16, 17]","[1.7587399994114725, 1.0575537430337838]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 12, 14, 17, 18]","[1.7586685864300378, 1.0617491176505212]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 13, 14, 15, 17]","[1.7574373922971278, 1.074443039775668]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 13, 15, 16, 17]","[1.7576617102181786, 1.0686455511741892]"
19,"[0, 3, 4, 5, 6, 7, 9, 10, 13, 15, 17, 18]","[1.7575891734460718, 1.0736514787945506]"
19,"[0, 3, 4, 5, 6, 7, 9, 11, 12, 13, 15, 16]","[1.7627746494391499, 1.0416573357831813]"
19,"[0, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16]","[1.7621194204821982, 1.0448843315211176]"
19,"[0, 3, 4, 5, 6, 7, 9, 11, 13, 14, 16, 17]","[1.7619990912067396, 1.0480394035327096]"
19,"[0, 3, 4, 5, 6, 7, 9, 11, 13, 14, 17, 18]","[1.7619306987943406, 1.0513172967057607]"
19,"[0, 3, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16]","[1.7550959360002625, 1.0593566310895624]"
19,"[0, 3, 4, 5, 6, 7, 10, 11, 12, 14, 16, 17]","[1.7549647231823262, 1.0641505698612799]"
19,"[0, 3, 4, 5, 6, 7, 10, 11, 12, 14, 17, 18]","[1.7548898339829158, 1.0689775318503754]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 13, 14, 15, 16]","[1.7563313494021426, 1.053985248167787]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 13, 14, 16, 17]","[1.7562022563527835, 1.058201882201358]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 13, 14, 17, 18]","[1.7561286312726465, 1.062509532136151]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 17]","[1.7558026559773299, 1.0634167456057069]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 14, 15, 17, 18]","[1.7557285917225571, 1.0681295315295385]"
19,"[0, 3, 4, 5, 6, 7, 10, 12, 15, 16, 17, 18]","[1.7554997675600104, 1.0738668784596266]"
19,"[0, 3, 4, 5, 6, 8, 9, 10, 12, 13, 15, 16]","[1.7823972849139267, 1.0331646847325602]"
19,"[0, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16]","[1.779271800308968, 1.0354874284750044]"
19,"[0, 3, 4, 5, 6, 8, 10, 11, 13, 14, 15, 16]","[1.778707957263469, 1.037851719690969]"
19,"[0, 3, 4, 5, 6, 8, 10, 11, 13, 14, 16, 17]","[1.7786073594342726, 1.04018871082679]"
19,"[0, 3, 4, 5, 6, 8, 10, 11, 13, 14, 17, 18]","[1.778550731190193, 1.0426294262091846]"
19,"[0, 3, 4, 5, 6, 8, 10, 11, 14, 15, 16, 17]","[1.7782882376562001, 1.0429724024986164]"
19,"[0, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]","[1.7769030975837694, 1.0407331977735816]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 16]","[1.738492377168459, 1.0599668177151573]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 17]","[1.7380681500666741, 1.070644246854338]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 11, 13, 15, 16]","[1.7397603004487627, 1.050338581000704]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16]","[1.7370706462383168, 1.0664345943921822]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16]","[1.7364229498400143, 1.129894257144186]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 17]","[1.7366384614730612, 1.078532944726947]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 13, 16, 18]","[1.7363882844298795, 1.0909795882431956]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 14, 15, 16]","[1.7375440513655804, 1.060635952442749]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 14, 16, 17]","[1.737387550022865, 1.0657052373284188]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 12, 14, 17, 18]","[1.7372972921100065, 1.0708190076429833]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 13, 15, 16, 17]","[1.7360820584339514, 1.079653369831844]"
19,"[0, 3, 4, 5, 7, 8, 9, 10, 13, 15, 17, 18]","[1.735990038658253, 1.0856684867631976]"
19,"[0, 3, 4, 5, 7, 8, 9, 11, 12, 13, 15, 16]","[1.742149658823534, 1.0459686096874532]"
19,"[0, 3, 4, 5, 7, 8, 9, 11, 13, 14, 15, 16]","[1.7413678767675342, 1.0499011762140502]"
19,"[0, 3, 4, 5, 7, 8, 9, 11, 13, 14, 16, 17]","[1.7412189503118642, 1.053718508868161]"
19,"[0, 3, 4, 5, 7, 8, 9, 11, 13, 14, 17, 18]","[1.7411332598121887, 1.0576689010346543]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 16]","[1.732661813587792, 1.0752773627028662]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 13, 15, 16]","[1.7319770856403238, 1.1401879777342707]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 13, 15, 17]","[1.7322061375455067, 1.0893394334683428]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 13, 16, 18]","[1.731941597175128, 1.1031507695628895]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 14, 15, 16]","[1.7331590239984798, 1.0683262825469937]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17]","[1.7329938385459387, 1.0743040369669483]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 12, 14, 17, 18]","[1.732898318392946, 1.080211929844808]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16]","[1.7310993653575575, 1.147671505576627]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 17]","[1.7313315589725202, 1.098910002882163]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14, 16, 17]","[1.7309290088762928, 1.152687905632072]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14, 16, 18]","[1.7310636612967052, 1.1131924989147182]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18]","[1.7308303726459406, 1.156988338080123]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 15, 16, 17]","[1.7316242875953984, 1.0908130398092093]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 13, 15, 17, 18]","[1.7315267928144364, 1.0975144028324992]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 14, 15, 16, 18]","[1.7305519278147803, 1.1224827820363852]"
19,"[0, 3, 4, 5, 7, 8, 10, 11, 14, 16, 17, 18]","[1.730723165282357, 1.1150008280399537]"
19,"[0, 3, 4, 5, 7, 8, 10, 12, 13, 14, 15, 16]","[1.734635299723299, 1.0614213271692194]"
19,"[0, 3, 4, 5, 7, 8, 10, 12, 13, 14, 16, 17]","[1.7344733745243155, 1.0666541252364483]"
19,"[0, 3, 4, 5, 7, 8, 10, 12, 13, 14, 17, 18]","[1.7343798242469182, 1.0719350497691056]"
19,"[0, 3, 4, 5, 7, 8, 10, 12, 14, 15, 16, 17]","[1.7339840070141046, 1.073226730698233]"
19,"[0, 3, 4, 5, 7, 8, 10, 12, 14, 15, 17, 18]","[1.733889757248472, 1.0789724869251802]"
19,"[0, 3, 4, 5, 7, 8, 11, 13, 14, 15, 16, 17]","[1.7298599443626665, 1.0926588853764774]"
19,"[0, 3, 4, 5, 7, 8, 11, 13, 14, 15, 17, 18]","[1.7297601780580651, 1.0995686751890739]"
19,"[0, 3, 4, 5, 7, 8, 11, 13, 15, 16, 17, 18]","[1.7294607519323844, 1.1080369110517663]"
