orbit,Itinerary_String,roots
21,"[0, 4, 6, 9, 11, 12, 15, 16, 17, 18]","[1.8791981850212847, 1.0257792377112687]"
21,"[0, 4, 6, 9, 11, 12, 15, 16, 18, 19]","[1.8791857769033635, 1.0269002185340899]"
21,"[0, 4, 6, 9, 11, 12, 15, 16, 19, 20]","[1.8791791729327119, 1.028064850948628]"
21,"[0, 4, 6, 9, 12, 13, 14, 15, 16, 17]","[1.8787565677087974, 1.0247887467252565]"
21,"[0, 4, 6, 9, 12, 13, 14, 15, 17, 18]","[1.8787331229206878, 1.0258727130927596]"
21,"[0, 4, 6, 9, 12, 13, 14, 15, 18, 19]","[1.8787206403712864, 1.027005001590775]"
21,"[0, 4, 6, 9, 12, 13, 15, 16, 17, 18]","[1.878650311407899, 1.0271030846782803]"
21,"[0, 4, 6, 9, 12, 13, 15, 16, 18, 19]","[1.8786378136028108, 1.0283260578738693]"
21,"[0, 4, 6, 9, 12, 13, 15, 16, 19, 20]","[1.878631159948854, 1.0295959743825798]"
21,"[0, 4, 6, 9, 12, 13, 16, 17, 18, 19]","[1.878593687002192, 1.029716649048821]"
21,"[0, 4, 6, 9, 12, 13, 16, 17, 19, 20]","[1.8785870287025037, 1.0310826640146649]"
21,"[0, 4, 7, 8, 9, 10, 11, 12, 14, 17]","[1.845132749952466, 1.0443292758837448]"
21,"[0, 4, 7, 8, 9, 10, 11, 12, 15, 17]","[1.844881621784528, 1.1001361667827496]"
21,"[0, 4, 7, 8, 9, 10, 11, 12, 15, 18]","[1.8449216760887728, 1.0547385366193454]"
21,"[0, 4, 7, 8, 9, 10, 11, 13, 15, 17]","[1.845733303861293, 1.0383848953487496]"
21,"[0, 4, 7, 8, 9, 10, 11, 13, 16, 17]","[1.8455984465549076, 1.0880941110540374]"
21,"[0, 4, 7, 8, 9, 10, 11, 13, 16, 18]","[1.8456380664509022, 1.0435366984881425]"
21,"[0, 4, 7, 8, 9, 10, 11, 14, 16, 17]","[1.8460568386781717, 1.0338357718508555]"
21,"[0, 4, 7, 8, 9, 10, 11, 14, 17, 18]","[1.8460235427270044, 1.0357974756817954]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 14, 17]","[1.844408811744326, 1.048175183395761]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 15, 17]","[1.8441553530425463, 1.105506033738387]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 15, 18]","[1.8441958275137993, 1.0599710026019862]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 16, 17]","[1.8440174990652485, 1.1373855276646112]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 16, 18]","[1.8440580696020068, 1.1126711557072626]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 16, 19]","[1.8440800574390097, 1.0735563802030947]"
21,"[0, 4, 7, 8, 9, 10, 12, 13, 17, 20]","[1.8440171889988028, 1.08719644773567]"
21,"[0, 4, 7, 8, 9, 10, 12, 14, 15, 17]","[1.8446221397763582, 1.0446300777448145]"
21,"[0, 4, 7, 8, 9, 10, 12, 14, 16, 17]","[1.8444852500193192, 1.097148890510017]"
21,"[0, 4, 7, 8, 9, 10, 12, 14, 16, 18]","[1.8445255160979506, 1.0511908238005743]"
21,"[0, 4, 7, 8, 9, 10, 12, 14, 17, 18]","[1.8444512242016886, 1.100361748371001]"
21,"[0, 4, 7, 8, 9, 10, 12, 14, 17, 19]","[1.8444730712361261, 1.058475714563237]"
21,"[0, 4, 7, 8, 9, 10, 12, 15, 16, 17]","[1.8447375412827927, 1.0416029165152878]"
21,"[0, 4, 7, 8, 9, 10, 12, 15, 17, 18]","[1.844703647848895, 1.0443656106967325]"
21,"[0, 4, 7, 8, 9, 10, 12, 15, 18, 19]","[1.8446852666608475, 1.0472386035091008]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 15, 17]","[1.8437591202312378, 1.110657182421374]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 15, 18]","[1.843799834891752, 1.0655686893343939]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 16, 17]","[1.843620506385398, 1.1421608573902464]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 16, 18]","[1.8436613183184976, 1.1180299662944235]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 16, 19]","[1.8436834416529868, 1.080200924105007]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 17, 18]","[1.8435860542721907, 1.144998872170252]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 17, 19]","[1.843608208112382, 1.1246281564589342]"
21,"[0, 4, 7, 8, 9, 10, 13, 14, 17, 20]","[1.843620220618808, 1.0942790439186705]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 16, 17]","[1.8438758524188563, 1.1064303989924413]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 16, 18]","[1.843916491002632, 1.0605607514876103]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 17, 18]","[1.8438415363727376, 1.1098540394242185]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 17, 19]","[1.8438635929746254, 1.069273088288115]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 18, 19]","[1.8438229171682519, 1.112949118554409]"
21,"[0, 4, 7, 8, 9, 10, 13, 15, 18, 20]","[1.8438348847442403, 1.0779203345426316]"
21,"[0, 4, 7, 8, 9, 10, 13, 16, 17, 18]","[1.8439796760487446, 1.0562059048149126]"
21,"[0, 4, 7, 8, 9, 10, 13, 16, 18, 19]","[1.8439610994108269, 1.060064452356239]"
21,"[0, 4, 7, 8, 9, 10, 13, 16, 19, 20]","[1.8439510225901392, 1.063876256683943]"
21,"[0, 4, 7, 8, 9, 11, 12, 13, 15, 17]","[1.8470474660836178, 1.0356940318595815]"
21,"[0, 4, 7, 8, 9, 11, 12, 13, 16, 17]","[1.846914838564397, 1.0835224407007973]"
21,"[0, 4, 7, 8, 9, 11, 12, 13, 16, 18]","[1.846953747321903, 1.0402273692638642]"
21,"[0, 4, 7, 8, 9, 11, 12, 14, 16, 17]","[1.8473663113176375, 1.0316879226890177]"
21,"[0, 4, 7, 8, 9, 11, 12, 14, 17, 18]","[1.847333558522096, 1.0334302870093282]"
21,"[0, 4, 7, 8, 9, 11, 13, 14, 15, 17]","[1.84666376538976, 1.0381776136123109]"
21,"[0, 4, 7, 8, 9, 11, 13, 14, 16, 17]","[1.8465304357876682, 1.0873611494374693]"
21,"[0, 4, 7, 8, 9, 11, 13, 14, 16, 18]","[1.8465695669734896, 1.0432494254558622]"
21,"[0, 4, 7, 8, 9, 11, 13, 14, 17, 18]","[1.846497289561609, 1.0902281580341686]"
21,"[0, 4, 7, 8, 9, 11, 13, 14, 17, 19]","[1.8465184968437864, 1.0489854893958779]"
21,"[0, 4, 7, 8, 9, 11, 13, 15, 16, 17]","[1.8467764435760383, 1.0358537385117497]"
21,"[0, 4, 7, 8, 9, 11, 13, 15, 17, 18]","[1.8467434225413482, 1.0380024299777793]"
21,"[0, 4, 7, 8, 9, 11, 13, 15, 18, 19]","[1.8467255344852682, 1.0402514594194507]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 16, 17]","[1.8463215252978935, 1.0910975721537455]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 16, 18]","[1.8463607824487314, 1.0465070993477832]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 17, 18]","[1.8462882805019838, 1.0940755293857773]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 17, 19]","[1.8463095585150675, 1.0528278599195815]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 18, 19]","[1.8462702667275055, 1.0968385714469284]"
21,"[0, 4, 7, 8, 9, 11, 14, 15, 18, 20]","[1.8462817963627156, 1.0595743891087992]"
21,"[0, 4, 7, 8, 9, 11, 14, 16, 17, 18]","[1.8464220794721142, 1.043501873375056]"
21,"[0, 4, 7, 8, 9, 11, 14, 16, 18, 19]","[1.8464041053732299, 1.0462363646378705]"
21,"[0, 4, 7, 8, 9, 11, 14, 16, 19, 20]","[1.8463943683893895, 1.049030010835257]"
21,"[0, 4, 7, 8, 9, 12, 13, 14, 16, 17]","[1.8480682842579603, 1.029846099327131]"
21,"[0, 4, 7, 8, 9, 12, 13, 14, 17, 18]","[1.848035830601265, 1.0314107388535758]"
21,"[0, 4, 7, 8, 9, 12, 14, 15, 16, 17]","[1.84786323235031, 1.0315707469352622]"
21,"[0, 4, 7, 8, 9, 12, 14, 15, 17, 18]","[1.8478306844196712, 1.0332949594839977]"
21,"[0, 4, 7, 8, 9, 12, 14, 15, 18, 19]","[1.8478130631509315, 1.035104836774637]"
21,"[0, 4, 7, 8, 9, 12, 15, 16, 17, 18]","[1.8477194375155204, 1.0353121259245204]"
21,"[0, 4, 7, 8, 9, 12, 15, 16, 18, 19]","[1.8477017863518908, 1.0372972955062554]"
21,"[0, 4, 7, 8, 9, 12, 15, 16, 19, 20]","[1.8476922310738442, 1.0393564830504107]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 14, 17]","[1.8419109378635778, 1.053155893985301]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 15, 17]","[1.8416499508904154, 1.112666565599134]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 15, 18]","[1.841691800026342, 1.0668517096292132]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 16, 17]","[1.8415077942326898, 1.1445949821721484]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 16, 18]","[1.841549746239606, 1.1202664593614695]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 16, 19]","[1.8415725132393042, 1.082061844038706]"
21,"[0, 4, 7, 8, 10, 11, 12, 13, 17, 20]","[1.841507643602502, 1.0966036797172882]"
21,"[0, 4, 7, 8, 10, 11, 12, 14, 15, 17]","[1.842129928675123, 1.0489779942060906]"
21,"[0, 4, 7, 8, 10, 11, 12, 14, 16, 17]","[1.8419887991396662, 1.1036004180583951]"
21,"[0, 4, 7, 8, 10, 11, 12, 14, 16, 18]","[1.842030425998344, 1.056606665601718]"
21,"[0, 4, 7, 8, 10, 11, 12, 14, 17, 18]","[1.841953726592077, 1.1070413621436455]"
21,"[0, 4, 7, 8, 10, 11, 12, 14, 17, 19]","[1.841976343152795, 1.0649481644433578]"
21,"[0, 4, 7, 8, 10, 11, 12, 15, 16, 17]","[1.8422485456555484, 1.0454356607362094]"
21,"[0, 4, 7, 8, 10, 11, 12, 15, 17, 18]","[1.8422136142103813, 1.048640482201072]"
21,"[0, 4, 7, 8, 10, 11, 12, 15, 18, 19]","[1.842194644193559, 1.051955692316149]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 15, 17]","[1.8412436571534987, 1.1182700703051527]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 15, 18]","[1.8412857621374616, 1.0733841930399461]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 16, 17]","[1.8411006929887337, 1.1496583907322393]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 16, 18]","[1.8411429021762753, 1.126041084326896]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 16, 19]","[1.841165813706633, 1.0895275262694368]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 17, 18]","[1.8410651669271763, 1.1525804575894416]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 17, 19]","[1.8410881112238655, 1.1328763554754049]"
21,"[0, 4, 7, 8, 10, 11, 13, 14, 17, 20]","[1.8411005692004516, 1.1042827583466654]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 16, 17]","[1.8413636859500793, 1.1137330267818424]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 16, 18]","[1.8414057096845977, 1.0676156302805215]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 17, 18]","[1.8413283050458795, 1.1173602681144685]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 17, 19]","[1.8413511451764513, 1.0774104322023204]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 18, 19]","[1.841309081570461, 1.120600968297925]"
21,"[0, 4, 7, 8, 10, 11, 13, 15, 18, 20]","[1.8413214913932223, 1.0867901743697181]"
21,"[0, 4, 7, 8, 10, 11, 13, 16, 17, 18]","[1.8414707633017906, 1.0625813344683728]"
21,"[0, 4, 7, 8, 10, 11, 13, 16, 18, 19]","[1.8414515853416082, 1.0669848451367427]"
21,"[0, 4, 7, 8, 10, 11, 13, 16, 19, 20]","[1.8414411680628588, 1.0712561846806492]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 16, 17]","[1.8408787349507976, 1.1541407399645593]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 16, 18]","[1.8409210902641016, 1.131307017590516]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 16, 19]","[1.8409440838245932, 1.096721796556313]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 17, 18]","[1.8408430952106651, 1.1570576218536628]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 17, 19]","[1.84086612178659, 1.1381306931829214]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 17, 20]","[1.8408786259270138, 1.1113851052678452]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 18, 19]","[1.840823725917938, 1.1595497743104735]"
21,"[0, 4, 7, 8, 10, 11, 14, 15, 18, 20]","[1.8408362403936664, 1.1439374503010387]"
21,"[0, 4, 7, 8, 10, 11, 14, 16, 17, 18]","[1.8409866016324519, 1.127154244925466]"
21,"[0, 4, 7, 8, 10, 11, 14, 16, 17, 19]","[1.841009569295627, 1.0906574023628648]"
21,"[0, 4, 7, 8, 10, 11, 14, 16, 18, 19]","[1.8409672786216202, 1.1304047115430957]"
21,"[0, 4, 7, 8, 10, 11, 14, 16, 18, 20]","[1.8409797600890725, 1.100222605804089]"
21,"[0, 4, 7, 8, 10, 11, 14, 16, 19, 20]","[1.8409567797660698, 1.1332381534041487]"
21,"[0, 4, 7, 8, 10, 11, 14, 17, 18, 19]","[1.8410451122126565, 1.085120379227993]"
21,"[0, 4, 7, 8, 10, 11, 14, 17, 19, 20]","[1.841034627849985, 1.0897816167533911]"
21,"[0, 4, 7, 8, 10, 12, 13, 14, 15, 17]","[1.8428691482094042, 1.0449672019303289]"
21,"[0, 4, 7, 8, 10, 12, 13, 14, 16, 17]","[1.8427294040778246, 1.0982006827767996]"
21,"[0, 4, 7, 8, 10, 12, 13, 14, 16, 18]","[1.8427705888266166, 1.0516686890547047]"
21,"[0, 4, 7, 8, 10, 12, 13, 14, 17, 18]","[1.842694673780603, 1.1014839321695193]"
21,"[0, 4, 7, 8, 10, 12, 13, 14, 17, 19]","[1.842717040941478, 1.0591254893765452]"
21,"[0, 4, 7, 8, 10, 12, 13, 15, 16, 17]","[1.842986706481006, 1.0418815106394324]"
21,"[0, 4, 7, 8, 10, 12, 13, 15, 17, 18]","[1.8429521143439818, 1.0446955212857916]"
21,"[0, 4, 7, 8, 10, 12, 13, 15, 18, 19]","[1.8429333362165576, 1.0476249057609108]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 16, 17]","[1.8425118475665059, 1.1026130365191957]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 16, 18]","[1.8425531713730328, 1.056062182388086]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 17, 18]","[1.8424770089111449, 1.1059981287085578]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 17, 19]","[1.8424994543092175, 1.064226117258815]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 18, 19]","[1.842458092011929, 1.1090802923999148]"
21,"[0, 4, 7, 8, 10, 12, 14, 15, 18, 20]","[1.8424702796560748, 1.072561593693648]"
21,"[0, 4, 7, 8, 10, 12, 14, 16, 17, 18]","[1.842617269670511, 1.052071219631]"
21,"[0, 4, 7, 8, 10, 12, 14, 16, 18, 19]","[1.8425983967443593, 1.055636417867991]"
21,"[0, 4, 7, 8, 10, 12, 14, 16, 19, 20]","[1.8425881515872806, 1.059209128312842]"
21,"[0, 4, 7, 8, 10, 12, 15, 16, 17, 18]","[1.842358611973412, 1.1102171009649446]"
21,"[0, 4, 7, 8, 10, 12, 15, 16, 17, 19]","[1.8423811015118132, 1.069445343857903]"
21,"[0, 4, 7, 8, 10, 12, 15, 16, 18, 19]","[1.8423396605200817, 1.1133375350349517]"
21,"[0, 4, 7, 8, 10, 12, 15, 16, 18, 20]","[1.8423518729289525, 1.0781543349107936]"
21,"[0, 4, 7, 8, 10, 12, 15, 16, 19, 20]","[1.8423293712760498, 1.1161277083569066]"
21,"[0, 4, 7, 8, 10, 12, 15, 17, 18, 19]","[1.8424159876544672, 1.0648223253698854]"
21,"[0, 4, 7, 8, 10, 12, 15, 17, 19, 20]","[1.8424057122918303, 1.0688575229084698]"
21,"[0, 4, 7, 8, 10, 13, 14, 15, 16, 17]","[1.8433847641106178, 1.0389127946733105]"
21,"[0, 4, 7, 8, 10, 13, 14, 15, 17, 18]","[1.8433503607126394, 1.041411624881102]"
21,"[0, 4, 7, 8, 10, 13, 14, 15, 18, 19]","[1.84333168912948, 1.044024954742903]"
21,"[0, 4, 7, 8, 10, 13, 15, 16, 17, 18]","[1.8432333340167832, 1.0444054307074737]"
21,"[0, 4, 7, 8, 10, 13, 15, 16, 18, 19]","[1.8432146288236961, 1.0472879430268278]"
21,"[0, 4, 7, 8, 10, 13, 15, 16, 19, 20]","[1.8432044781426062, 1.0502376317606814]"
21,"[0, 4, 7, 8, 10, 13, 16, 17, 18, 19]","[1.843151038974589, 1.0507264648865946]"
21,"[0, 4, 7, 8, 10, 13, 16, 17, 19, 20]","[1.843140877664148, 1.0539159129119253]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 15, 17]","[1.8398538518169052, 1.1257093929327406]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 15, 18]","[1.8398967809376994, 1.0818906053881907]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 16, 17]","[1.839708304511659, 1.1566124629758954]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 16, 18]","[1.8397513421038252, 1.133743275692383]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 16, 19]","[1.8397747206464388, 1.099125651553015]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 17, 18]","[1.8396721406457577, 1.159577037703358]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 17, 19]","[1.8396955533462163, 1.140694254422924]"
21,"[0, 4, 7, 8, 11, 12, 13, 14, 17, 20]","[1.839708275168471, 1.1141150853526356]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 16, 17]","[1.839975842502516, 1.1209325023508931]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 16, 18]","[1.8400186871868436, 1.075420592307561]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 17, 18]","[1.8399398293987825, 1.1247038254771067]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 17, 19]","[1.8399631336673512, 1.0861187478549668]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 18, 19]","[1.8399202474811083, 1.1280343529578243]"
21,"[0, 4, 7, 8, 11, 12, 13, 15, 18, 20]","[1.8399329191650868, 1.0959704776002175]"
21,"[0, 4, 7, 8, 11, 12, 13, 16, 17, 18]","[1.8400848512280898, 1.0697284085786767]"
21,"[0, 4, 7, 8, 11, 12, 13, 16, 18, 19]","[1.8400653166413887, 1.0746394805448072]"
21,"[0, 4, 7, 8, 11, 12, 13, 16, 19, 20]","[1.8400546975932748, 1.0792980705101167]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 16, 17]","[1.8394828691014058, 1.1612405395925463]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 16, 18]","[1.839526058481337, 1.1392334267139033]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 16, 19]","[1.839549522288018, 1.1067570054178937]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 17, 18]","[1.8394465873308627, 1.1641881695514513]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 17, 19]","[1.83947008556001, 1.1461283238696707]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 17, 20]","[1.8394828554013483, 1.1214350345048794]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 18, 19]","[1.8394268539520064, 1.1666856517027964]"
21,"[0, 4, 7, 8, 11, 12, 14, 15, 18, 20]","[1.8394396345846955, 1.151916513659771]"
21,"[0, 4, 7, 8, 11, 12, 14, 16, 17, 18]","[1.839592697306409, 1.1349657582785413]"
21,"[0, 4, 7, 8, 11, 12, 14, 16, 17, 19]","[1.8396161341564887, 1.1004456065422963]"
21,"[0, 4, 7, 8, 11, 12, 14, 16, 18, 19]","[1.8395730120718412, 1.1382622079273172]"
21,"[0, 4, 7, 8, 11, 12, 14, 16, 18, 20]","[1.8395857582896094, 1.110144526571836]"
21,"[0, 4, 7, 8, 11, 12, 14, 16, 19, 20]","[1.839562308240318, 1.1411053056131026]"
21,"[0, 4, 7, 8, 11, 12, 14, 17, 18, 19]","[1.8396523152489896, 1.094646180555888]"
21,"[0, 4, 7, 8, 11, 12, 14, 17, 19, 20]","[1.8396416265132634, 1.0994491399102713]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 17, 18]","[1.8393236849212098, 1.168151172267626]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 17, 19]","[1.8393472314866446, 1.1508678842618985]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 17, 20]","[1.8393600284390104, 1.1278854465526638]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 18, 19]","[1.8393039138265026, 1.1706121089321464]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 18, 20]","[1.8393167216189936, 1.156531885711355]"
21,"[0, 4, 7, 8, 11, 12, 15, 16, 19, 20]","[1.839293161719942, 1.1726795364070615]"
21,"[0, 4, 7, 8, 11, 12, 15, 17, 18, 19]","[1.839383564896262, 1.147269660640073]"
21,"[0, 4, 7, 8, 11, 12, 15, 17, 18, 20]","[1.8393963533184863, 1.1227790571913396]"
21,"[0, 4, 7, 8, 11, 12, 15, 17, 19, 20]","[1.8393728280367063, 1.1499963276176228]"
21,"[0, 4, 7, 8, 11, 12, 15, 18, 19, 20]","[1.8394160924717184, 1.1180633747387592]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 16, 17]","[1.8403875024180532, 1.1150971163593866]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 16, 18]","[1.840430082657232, 1.0685208701707178]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 17, 18]","[1.8403516942261593, 1.1187923927994605]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 17, 19]","[1.8403748493486058, 1.0785678732090775]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 18, 19]","[1.8403322281469006, 1.1220872165391511]"
21,"[0, 4, 7, 8, 11, 13, 14, 15, 18, 20]","[1.8403448158739895, 1.0881578984157738]"
21,"[0, 4, 7, 8, 11, 13, 14, 16, 17, 18]","[1.8404958856395737, 1.0633489340207887]"
21,"[0, 4, 7, 8, 11, 13, 14, 16, 18, 19]","[1.8404764662889153, 1.0678650245824552]"
21,"[0, 4, 7, 8, 11, 13, 14, 16, 19, 20]","[1.8404659122612643, 1.072240540379714]"
21,"[0, 4, 7, 8, 11, 13, 15, 16, 17, 18]","[1.840230278816503, 1.1234571683296732]"
21,"[0, 4, 7, 8, 11, 13, 15, 16, 17, 19]","[1.840253480850919, 1.0849453856742628]"
21,"[0, 4, 7, 8, 11, 13, 15, 16, 18, 19]","[1.84021077609927, 1.1267542547268639]"
21,"[0, 4, 7, 8, 11, 13, 15, 16, 18, 20]","[1.840223390174545, 1.09464959300085]"
21,"[0, 4, 7, 8, 11, 13, 15, 16, 19, 20]","[1.8402001752181554, 1.1296435055424638]"
21,"[0, 4, 7, 8, 11, 13, 15, 17, 18, 19]","[1.8402893392590387, 1.079454536575132]"
21,"[0, 4, 7, 8, 11, 13, 15, 17, 19, 20]","[1.8402787531628764, 1.0841210505265717]"
21,"[0, 4, 7, 8, 11, 13, 16, 17, 18, 19]","[1.8401446889150348, 1.1309186864214364]"
21,"[0, 4, 7, 8, 11, 13, 16, 17, 18, 20]","[1.8401573178090498, 1.10064055971679]"
21,"[0, 4, 7, 8, 11, 13, 16, 17, 19, 20]","[1.8401340764116954, 1.1337717504018259]"
21,"[0, 4, 7, 8, 11, 13, 16, 18, 19, 20]","[1.8401768365522113, 1.095649998892139]"
21,"[0, 4, 7, 8, 11, 14, 15, 16, 17, 18]","[1.8407183630720754, 1.0580130548754003]"
21,"[0, 4, 7, 8, 11, 14, 15, 16, 18, 19]","[1.840699008087383, 1.0621545572776039]"
21,"[0, 4, 7, 8, 11, 14, 15, 16, 19, 20]","[1.8406884903242016, 1.0662404714352196]"
21,"[0, 4, 7, 8, 11, 14, 16, 17, 18, 19]","[1.8406333871002596, 1.0671380151513896]"
21,"[0, 4, 7, 8, 11, 14, 16, 17, 19, 20]","[1.8406228579083168, 1.0714370140372562]"
21,"[0, 4, 7, 8, 11, 14, 17, 18, 19, 20]","[1.8405871725320706, 1.0765178326062728]"
21,"[0, 4, 7, 9, 10, 11, 12, 13, 15, 17]","[1.8514343233206891, 1.0331986250670857]"
21,"[0, 4, 7, 9, 10, 11, 12, 13, 16, 17]","[1.8513082421099334, 1.0787040506523222]"
21,"[0, 4, 7, 9, 10, 11, 12, 13, 16, 18]","[1.851345053648818, 1.0371568241755829]"
21,"[0, 4, 7, 9, 10, 11, 12, 14, 16, 17]","[1.8517395189257946, 1.0296874467566952]"
21,"[0, 4, 7, 9, 10, 11, 12, 14, 17, 18]","[1.8517083613009966, 1.0312278359395315]"
21,"[0, 4, 7, 9, 10, 11, 13, 14, 15, 17]","[1.8510659451231186, 1.0353485111201515]"
21,"[0, 4, 7, 9, 10, 11, 13, 14, 16, 17]","[1.8509392275371266, 1.0821582441392577]"
21,"[0, 4, 7, 9, 10, 11, 13, 14, 16, 18]","[1.8509762397767746, 1.0397526973676214]"
21,"[0, 4, 7, 9, 10, 11, 13, 14, 17, 18]","[1.8509077140163712, 1.0847901602740657]"
21,"[0, 4, 7, 9, 10, 11, 13, 14, 17, 19]","[1.850927724339376, 1.0447405706280632]"
21,"[0, 4, 7, 9, 10, 11, 13, 15, 16, 17]","[1.8511736028291477, 1.033328002016642]"
21,"[0, 4, 7, 9, 10, 11, 13, 15, 17, 18]","[1.8511422020049206, 1.0352071137879773]"
21,"[0, 4, 7, 9, 10, 11, 13, 15, 18, 19]","[1.8511252324531688, 1.0371747124038173]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 16, 17]","[1.8507391914270097, 1.0855365162716306]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 16, 18]","[1.8507763170244136, 1.0425456891450895]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 17, 18]","[1.8507075887547146, 1.088275481012689]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 17, 19]","[1.8507276625807547, 1.0480356608974961]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 18, 19]","[1.8506905060561254, 1.0908380166427476]"
21,"[0, 4, 7, 9, 10, 11, 14, 15, 18, 20]","[1.850701356956638, 1.0539714997059353]"
21,"[0, 4, 7, 9, 10, 11, 14, 16, 17, 18]","[1.8508347302220987, 1.0399528243231104]"
21,"[0, 4, 7, 9, 10, 11, 14, 16, 18, 19]","[1.8508176830616008, 1.042330713222226]"
21,"[0, 4, 7, 9, 10, 11, 14, 16, 19, 20]","[1.8508084703712213, 1.0447728821360227]"
21,"[0, 4, 7, 9, 10, 12, 13, 14, 16, 17]","[1.8524153641397572, 1.0280662605682285]"
